system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
3,049_1,ht,-1,-1,-1,1,049_1,zhen_prof1,-1,gg,-1
2,049_1,ht,-1,-1,-1,1,049_1,zhen_prof1,-1,c6,-1
2,049_1,gg,-1,-1,-1,3,049_1,zhen_prof1,-1,c6,-1
3,049_1,ht,-1,-1,-1,2,049_1,zhen_prof2,-1,gg,-1
1,049_1,ht,-1,-1,-1,2,049_1,zhen_prof2,-1,c6,-1
1,049_1,gg,-1,-1,-1,3,049_1,zhen_prof2,-1,c6,-1
3,049_1,ht,-1,-1,-1,1,049_1,zhen_nonprof1,-1,gg,-1
2,049_1,ht,-1,-1,-1,1,049_1,zhen_nonprof1,-1,c6,-1
2,049_1,gg,-1,-1,-1,3,049_1,zhen_nonprof1,-1,c6,-1
2,049_1,ht,-1,-1,-1,1,049_1,zhen_nonprof2,-1,gg,-1
1,049_1,ht,-1,-1,-1,1,049_1,zhen_nonprof2,-1,c6,-1
1,049_1,gg,-1,-1,-1,2,049_1,zhen_nonprof2,-1,c6,-1
3,049_2,ht,-1,-1,-1,1,049_2,zhen_prof1,-1,gg,-1
2,049_2,ht,-1,-1,-1,1,049_2,zhen_prof1,-1,c6,-1
2,049_2,gg,-1,-1,-1,3,049_2,zhen_prof1,-1,c6,-1
3,049_2,ht,-1,-1,-1,1,049_2,zhen_prof2,-1,gg,-1
2,049_2,ht,-1,-1,-1,1,049_2,zhen_prof2,-1,c6,-1
2,049_2,gg,-1,-1,-1,3,049_2,zhen_prof2,-1,c6,-1
3,049_2,ht,-1,-1,-1,1,049_2,zhen_nonprof1,-1,gg,-1
2,049_2,ht,-1,-1,-1,1,049_2,zhen_nonprof1,-1,c6,-1
2,049_2,gg,-1,-1,-1,3,049_2,zhen_nonprof1,-1,c6,-1
1,049_2,ht,-1,-1,-1,2,049_2,zhen_nonprof2,-1,gg,-1
1,049_2,ht,-1,-1,-1,2,049_2,zhen_nonprof2,-1,c6,-1
1,049_2,gg,-1,-1,-1,1,049_2,zhen_nonprof2,-1,c6,-1
2,049_3,ht,-1,-1,-1,1,049_3,zhen_prof1,-1,gg,-1
2,049_3,ht,-1,-1,-1,1,049_3,zhen_prof1,-1,c6,-1
2,049_3,gg,-1,-1,-1,2,049_3,zhen_prof1,-1,c6,-1
2,049_3,ht,-1,-1,-1,1,049_3,zhen_prof2,-1,gg,-1
2,049_3,ht,-1,-1,-1,1,049_3,zhen_prof2,-1,c6,-1
2,049_3,gg,-1,-1,-1,2,049_3,zhen_prof2,-1,c6,-1
3,049_3,ht,-1,-1,-1,1,049_3,zhen_nonprof1,-1,gg,-1
2,049_3,ht,-1,-1,-1,1,049_3,zhen_nonprof1,-1,c6,-1
2,049_3,gg,-1,-1,-1,3,049_3,zhen_nonprof1,-1,c6,-1
2,049_3,ht,-1,-1,-1,1,049_3,zhen_nonprof2,-1,gg,-1
1,049_3,ht,-1,-1,-1,1,049_3,zhen_nonprof2,-1,c6,-1
1,049_3,gg,-1,-1,-1,2,049_3,zhen_nonprof2,-1,c6,-1
2,049_4,ht,-1,-1,-1,1,049_4,zhen_prof1,-1,gg,-1
3,049_4,ht,-1,-1,-1,1,049_4,zhen_prof1,-1,c6,-1
3,049_4,gg,-1,-1,-1,2,049_4,zhen_prof1,-1,c6,-1
2,049_4,ht,-1,-1,-1,1,049_4,zhen_prof2,-1,gg,-1
2,049_4,ht,-1,-1,-1,1,049_4,zhen_prof2,-1,c6,-1
2,049_4,gg,-1,-1,-1,2,049_4,zhen_prof2,-1,c6,-1
2,049_4,ht,-1,-1,-1,1,049_4,zhen_nonprof1,-1,gg,-1
2,049_4,ht,-1,-1,-1,1,049_4,zhen_nonprof1,-1,c6,-1
2,049_4,gg,-1,-1,-1,2,049_4,zhen_nonprof1,-1,c6,-1
1,049_4,ht,-1,-1,-1,2,049_4,zhen_nonprof2,-1,gg,-1
1,049_4,ht,-1,-1,-1,2,049_4,zhen_nonprof2,-1,c6,-1
1,049_4,gg,-1,-1,-1,1,049_4,zhen_nonprof2,-1,c6,-1
